,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,language,sentence1,sentence2,label
8341,10341,12341,12341,Korean,"산호해 해전 이후, ""Barnett은 USS Lexington(CV-2)의 생존자 1,360명을 샌디에고에서 누메아로 이송했습니다.","산호해 해전 후에 ""Barnett""은 USS 렉싱턴(CV-2)에서 구조된 1,360명의 생존자들을 누메아에서 샌디에이고로 수송했습니다.",0
8342,10342,12342,12342,Korean,R205 도로는 카반 카운티의 R199 도로에서 시작하여 레이트림 카운티에 위치한 북아일랜드 퍼매너 카운티의 경계선까지 이어지는 아일랜드의 지역 도로이다.,R205번 도로는 아일랜드의 지방 도로로 리트림주의 R199번 도로에서 북아일랜드 국경 지역인 퍼매나주(대부분 캐번)까지 이어집니다.,0
8343,10343,12343,12343,Korean,Schliemann은 5개의 기둥을 발견하고 Pausanias가 언급한 무덤으로 정리했습니다.,Schliemann은 5개의 축을 제거하고 고인돌을 Pausania가 언급한 무덤으로 이를 인식했습니다.,0
8344,10344,12344,12344,Korean,첫 번째 Kai-sung은 Jin-Qua의 딸이며 Gordon Chen의 아버지인 Dirk Struan의 어머니입니다.,"먼저, 카이성은 진쿠아의 딸이다. 그녀는 더크 스트루안과의 사이에서 고든 첸을 낳았다.",1
8345,10345,12345,12345,Korean,1974년에 도회지 지역이 Repton Rural District와 South East Derbyshire Rural District의 일부와 합병되어 현재의 South Derbyshire District를 구성했습니다.,"1974년, 현재 구역은 Repton Rural District과 일부 South East Derbyshire Rural District와 합쳐져 South Derbyshire District 지역을 형성했습니다.",0
8346,10346,12346,12346,Korean,NS,예를 들어 Cerberus는 양서류에서 전면 배측 내배엽으로 표현하고 쥐에서는 전면 내장 내배엽으로 표현합니다.,0
8347,10347,12347,12347,Korean,Abraham Hart은 의장이었고 Mayer Sulzberger는 이사회의 사무총장이었습니다.,Abraham Hart는 의장이었으며 Mayer Sulzberger의 이사회의 사무총장이었습니다.,1
8348,10348,12348,12348,Korean,"그는 Giovan Giacomo Di Conforto, Bartolomeo Picchiatti, Francesco Grimaldi와 같은 현대적 건축가들과 함께 협업했습니다.","그는 Giovan Giacomo Di Conforto, Bartolomeo Picchiatti, Francesco Grimaldi와 같은 현대 건축가와 함께 협업했습니다.",1
8349,10349,12349,12349,Korean,그녀는 볼리비아 코차밤바에서 태어나 1990년대에 멕시코 시티로 이주하고 나중에 로스앤젤레스로 옮겼습니다.,그녀는 볼리비아 Cochabamba에서 태어났습니다. 1990년대에 그녀는 멕시코시티로 이주했고 더 나중에는 LA로 갔습니다.,1
8350,10350,12350,12350,Korean,"Leiden에서 태어난 de Ruiter는 FC Utrecht , FC Den Bosch , Excelsior , RKC Waalwijk 및 FC Emmen의 선수였습니다.","De Ruiter는 Leiden에서 태어났으며 RKC Waalwijk, FC Den Bosch, Excelsior, FC Utrecht, FC Emmen에서 뛰었습니다.",1
8351,10351,12351,12351,Korean,"버몬트는 북쪽으로는 미챔에, 서쪽으로는 누나와딩과 포레스트 힐에, 남쪽으로는 버몬트 사우스와 맞닿고 있으며 동쪽으로는 완티르나와 링우드에 인접하고 있다.","버몬트는 북쪽으로 미첨과, 서쪽으로는 넌어웨딩과 포레스트힐과, 남쪽으로는 버몬트와 동쪾으로는 완티르나 및 링우드와 접해 있습니다.",1
8352,10352,12352,12352,Korean,Arapongas에 최초로 세워지는 Dr. Julio Square Junqueira는 Arapongas 최초의 시장인 Dr. Julio Junqueira를 따라 명명되었습니다.,Julio Junqueira는 아라폰가에 최초로 지어진 학교로 아라폰가의 첫 시장인 Julio Square Junqueira 박사의 이름을 따라 지어졌습니다.,0
8353,10353,12353,12353,Korean,Prakash Raj도 2017년 8월에 팀에 합류하여 이른바 Aluri Chakrapani의 프로듀서 역할을 했습니다.,"2017년 8월, 알루리 차크라파니 역시 프라카쉬 라즈의 제작자로 팀에 참여하였다.",0
8354,10354,12354,12354,Korean,"자오선은 Daykin, Alexandria, Western, Fairbury 및 Tobias의 거주자로 구성되며 303 네브라스카 학군을 형성합니다.","메리디안은 데이킨,페어뷰리, 웨스턴, 알렉산드리아, 토비아스의 거주민들로 구성되어 303 네브라스카 학군을 이루고 있다.",1
8355,10355,12355,12355,Korean,7월은 평균적으로 가장 추운 달이며 가장 더운 달은 1월입니다.,7월은 기온이 가장 높은 달이고 1월은 기온이 가장 낮은 달입니다.가장 추운 달입니다.,0
8356,10356,12356,12356,Korean,사슴 개체수를 조절하는 또 다른 방법은 생식율을 조절하는 것입니다.,사슴 개체수를 조절하는 또 다른 방법은 바로 가임률을 조절하는 것이다.,1
8357,10357,12357,12357,Korean,첫 번째 라운드는 2011년 9월 23일-25일 주말에 슬로바키아(프리엔비자)에서 열렸다.,첫 번째 라운드는 2011년 9월 23일~25일 주말에 슬로바키아(프리에비자)에서 열렸습니다.,1
8358,10358,12358,12358,Korean,그는 Tellef Dahll Schweigaard의 딸이자 유력 정치인인 Anton Martin Schweigaard의 조카딸이며 이후에 수상이 된 Christian Homann Schweigaard의 숙모인 Marie Magdalene Schweigaard와 결혼했습니다.,그가 결혼한 Marie Magdalene Schweigaard는 Tellef Dahll Schweigaard의 딸이자 여당 정치인 Christian Homann Schweigaard의 조카이며 나중에 총리가 된 Minister Anton Martin Schweigaard의 고모입니다.,0
8359,10359,12359,12359,Korean,"이곳은 동쪽에서는 Formia에서, 서쪽에서는 Spigno Saturnia의 ""지구""인 Maranola에서 접근할 수 있습니다.","동쪽에서는 Formia에서 당도할 수 있고 Spigno Saturnia의 ""frazione""인 Maranola는 서쪽에서 당도할 수 있습니다.",1
8360,10360,12360,12360,Korean,"Phil Spector가 Jack Nitzsche와 함께 차를 몰고 선셋 대로를 지나고 있을 때 ""Stubborn Kind of Fellow""를 처음 들은 순간 그는 몹시 흥분해서 차를 제대로 제어할 수 없을 지경이었습니다.","필 스펙터와 선셋대로에서 운전하던 도중 처음 ""Stubborn Kind of Fellow""를 들었을 때, 잭 니체는 너무나도 흥분한 나머지 운전대를 놓치고말았다.",0
8361,10361,12361,12361,Korean,일부 직원들은 Golden Bay에서 살해당했으며 어느 누구도 지역 마오리인과 연락할 수 없었습니다.,Golden Bay에서 직원 몇명이 살해당했고 지역 마오리족과 연락을 할 수 있는 방법이 없었습니다.,0
8362,10362,12362,12362,Korean,싱글은 2015년 10월 31일에 발표되었고 2015년 11월 13일에 발매되었습니다.,이 싱글은 2015년 10월 31일에 발표되었으며 2015년 11월 13일에 발매되었습니다.,1
8363,10363,12363,12363,Korean,"새로운 TV 시리즈 ""데드 골져스""에서 헤이즐은 막내 여동생 알렉산드라 코핑거 역을 맡았다.",Hazel은 새 TV 시리즈 ``Dead Gorgeous''에서 막내 여동생 Alexandra Coppinger 역할을 연기했습니다.,1
8364,10364,12364,12364,Korean,"그들 중 일부는 여기에서 설명하고 있으며 일부는 아래 ""외부 링크""를 통해 연결되어 있습니다.",일부는 아래에 설명되어 있으고 일부는 여기에 있는 '외부 링크'로 연결되어 있습니다.,0
8365,10365,12365,12365,Korean,스코틀랜드 축구에서 세미 프로 팀은 Scottish Premiership 아래의 모든 레벨에서 경쟁하며 Scottish Championship 아래에 있는 대부분의 팀은 모두 세미 프로 팀입니다.,"스코틀랜드 축구 리그에서 세미프로 팀은 모두 스코틀랜드 프리미어리그에서 경기를 치르며, 스코틀랜드 챔피언십에 참가하는 팀 대부분이 세미프로 팀입니다.",1
8366,10366,12366,12366,Korean,"이 곡은 미국 힙합 그룹인 Jedi Mind Tricks의 싱글 앨범인 ""design in Malice""에 수록된 후크 샘플입니다.","그 곡은 단일 힙합 그룹 제디 마인드 트릭스가 부른 ""Design in Malice""의 훅 샘플입니다.",0
8367,10367,12367,12367,Korean,수식 5번은 호른의 유한 함수 중 하나로 변수가 2개이며 수식 6번과 7번의 모든 초기하 값에 대해 수렴합니다. 출처:,공식 5는 Horn의 변수가 2개이며 공식 6과 공식 7의 모든 유한 값을 수렴하는 합류 초기하함수 중 하나입니다. 제공자는 다음과 같습니다.,0
8368,10368,12368,12368,Korean,1830년에 James는 ACS(American Colonization Society)의 일부 회원들이 주장하는 노예 제도 폐지론과 Arthur Tappan의 저술물의 영향을 받았습니다.,1830년부터 James는 미국식민협회(ACS)의 일부 멤버들이 주장하는 폐지주의와 Arthur Tappan의 저서에 영향을 받았습니다.,1
8369,10369,12369,12369,Korean,"그들은 Namco Bandai에서 개발했고 2005년 ""Naruto: Ultimate Ninja""를 시작으로 CyberConnect2에서 발매했습니다.","CyberConnect2에서 개발했고 2005년에 Namco Bandai에서 ""Naruto: Ultimate Ninja""라는 이름으로 퍼블리싱하였습니다.",0
8370,10370,12370,12370,Korean,고속도로는 10월 18일에 취소되었습며 이때 FM 1241은 확장되었습니다.,FM1241이 확장될 때 1954년 10월 18일 고속도로가 취소되었다.,1
8371,10371,12371,12371,Korean,이 요구 사항에 대한 태양열 접근법은 재래식 추진 항공기에 태양 전지판을 사용하는 것입니다.,이러한 필요조건에 대한 전통적인 접근 방식은 바로 태양전지 항공기에 태양광 패널을 사용하는 것이다.,0
8372,10372,12372,12372,Korean,"그녀는 발 로윈, 보리스 로윈, 로절린드 로윈를 낳았으며 딸은 심리학 교수가 되었다.","그녀는 Val, Boris, Rosalind Lorwin의 어머니였고 그녀의 딸은 심리학 교수였습니다.",0
8373,10373,12373,12373,Korean,다른 물질 입자는 실험실에서 관찰된 적이 없으므로 암흑 물질의 간접적인 증거는 암흑 물질의 중력이 암흑 물질에 미치는 영향에서 확인할 수 있습니다.,암흑 물질 입자는 실험실에서 관찰된 적이 없으므로 암흑 물질의 간접적인 증거는 암흑 물질의 중력이 다른 물질에 미치는 영향에서 확인할 수 있습니다.,0
8374,10374,12374,12374,Korean,그는 Olusegun Obasanjo(1975년)과 Murtala Mohammed(1976년)가 일으킨 연이은 쿠데타로 교체되었습니다.,그는 Olusegun Obasanjo(1975년)와 Murtala Mohammed(1976년)의 연이은 쿠데타로 자리에서 물러났습니다.,1
8375,10375,12375,12375,Korean,McMillan은 Tidworth의 Royal Medical Corp.에서 2년을 보냈고 나중에 Didcot에서 한국 전쟁에서 부상당한 군인들을 위한 MRS를 운영했습니다.,McMillan은 디드코트(이후에 티드워스로 이전함)의 Royal Medical Corp.에서 2년 동안 한국전쟁에서 부상을 입은 군인들을 위한 MRS를 운영했습니다.,0
8376,10376,12376,12376,Korean,"""Aku Ankka""는 Sanoma Magazines의 일부인 Sanoma Media(구 Sanoma)에서 출판했습니다.","""Aku Ankka""는 Sanoma의 일원인 Sanoma Media(예전 Sanoma Magazines)에서 발간했습니다.",0
8377,10377,12377,12377,Korean,라카이는 1980년대 초반 우간다의 본부로 진원지였으며 처음으로 라카이 구에서 에이즈 유행의 영향을 받았음이 확인되었다.,Rakai는 Rakai 지구의 본부로 1980년대 초반의 진원지였으며 우간다에서 AIDS 전염으로 영향을 받은 최초의 지역입니다.,0
8378,10378,12378,12378,Korean,아시아 활동은 Ebel의 일부가 되었으며 유럽 활동은 홍콩 기업가 Joseph Wong에게 매각되었고 현재는 Stelux Holdings의 일부가 되었습니다.,아시아에서의 활동은 Ebel에서 담당한 반면 유럽에서의 활동은 홍콩 기업가인 Joseph Wong이 전적으로 담당했으며 이제 Stelux Holdings에서 담당합니다.,1
8379,10379,12379,12379,Korean,"이 펀드는 Bill Melinda Gates Foundation, 자본가 George Soros, 기술 기업가 Edward W. Scott에게서 기인합니다.","스타트업 펀드는 빌&멜린다 게이츠 기금, 투자가 조지 소로스 및 기술 기업가 에드워드 W. 스콧이 조성했습니다.",1
8380,10380,12380,12380,Korean,Finale는 남아프리카 Limpopo의 Mopani 지자체에 있는 지방입니다.,피날레는 남아프리카 림포포 주의 모파니 행정 자치구에 있는 마을입니다.,0
8381,10381,12381,12381,Korean,Rashidi의 죄는 묻지 않았지만 그가 본국으로 송환되었을 때 모로코 당국에서 억류되었습니다.,Rashidi는 기소되지 않았지만 체포되었을 때 모로코 당국에 의해 본국으로 송환되었습니다.,0
8382,10382,12382,12382,Korean,"그는 1824년 세네카 카운티의 지방검사로 임명되었고, 1826년에는 윌리엄스 카운티에서, 1827년에는 샌더스키 카운티에서 지방검사로 임명되었다.","그는 1824년 Williams County, 1826년 Seneca County, 1827년 Sandusky County의 검사로 임명되었습니다.",0
8383,10383,12383,12383,Korean,Georgetown 호수는 Georgetown과 주변에 있는 Round Rock 마을의 수원지입니다.,조지타운 호는 조지타운과 라운드락 근처 도시의 식수를 공급하는 수원이다.,1
8384,10384,12384,12384,Korean,Holly는 Elton John에게 음악적 영향을 받았습니다.,Elton John은 Holly에게서 음악적 영감을 받았습니다.,0
8385,10385,12385,12385,Korean,그가 죽을 당시 David 추기경은 스코틀랜드의 대법관이자 세인트 앤드류의 대주교였으며 스코틀랜드의 추기경 특사였습니다.,"David Cardinal Beaton은 사망 당시에 스코틀랜드의 대법관, St. Andrews의 대주교, 스코틀랜드의 추기경 교황 특사였습니다.",1
8386,10386,12386,12386,Korean,Kjeld Deichmann은 1963년 갑작스럽게 세상을 떠났고 Erica는 스튜디오를 닫고 시를 그만뒀습니다.,1963년 Kjeld Deichmann이 갑작스럽게 사망했고 Erica는 스튜디오를 닫았으며 도예를 그만뒀습니다.,1
8387,10387,12387,12387,Korean,"그러나 마이클 잭슨, 프린스 및 마돈나는 앨범에 영향을 주었습니다.","하지만 Madonna, Prince 그리고 Michael Jackson이 이 앨범에 영향을 주었습니다.",1
8388,10388,12388,12388,Korean,유일한 트램 정거장은 Miraflores에 있으며 종점은 샌 안토니오와 오리엔테에 있습니다.,San Antonio에는 트램 정거장만 있으며 트램 종점은 Miraflores와 Oriente입니다.,0
8389,10389,12389,12389,Korean,"그는 유럽뿐만 아니라 북미, 중미와 남미에도 명상 센터를 설립하는 데에 도움을 주었다.","그는 또한 전유럽, 북미, 중남미에 걸쳐 명상 센터를 설립하는데 도움을 줬습니다.",0
8390,10390,12390,12390,Korean,스리랑카에서는 스리랑카 공인회계사 협회의 회원만이 공인회계사 직함(CA 스리랑카)을 사용할 수 있습니다.,공인회계사들에게 회계사 직함(스리랑카 스리랑카)는 스리랑카 회계사협회의 회원만 사용할 수 있다.,0
8391,10391,12391,12391,Korean,브라운은 루이지내아의 로버트에 위치한 솔로몬 감독교회 회의장으로도 사용되었다.,또한 Robert는 루이지애나주 브라운에 더 솔로몬 이피스커펄 콘퍼런스 센터를 세웠습니다.,0
